,WijkenEnBuurten,SoortRegio,AantalInwoners,Mannen,Vrouwen,k_0Tot15Jaar,k_15Tot25Jaar,k_25Tot45Jaar,k_45Tot65Jaar,k_65JaarOfOuder,Ongehuwd,Gehuwd,Gescheiden,Verweduwd,WestersTotaal,NietWestersTotaal,GeboorteRelatief,SterfteRelatief,HuishoudensTotaal,Eenpersoonshuishoudens,HuishoudensZonderKinderen,HuishoudensMetKinderen,GemiddeldeHuishoudensgrootte,Bevolkingsdichtheid,Woningvoorraad,GemiddeldeWoningwaarde,PercentageEengezinswoning,PercentageMeergezinswoning,PercentageBewoond,Koopwoningen,HuurwoningenTotaal,InBezitWoningcorporatie,InBezitOverigeVerhuurders,BouwjaarVoor2000,BouwjaarVanaf2000,GemiddeldElektriciteitsverbruikTotaal,Appartement,Appartement1,Tussenwoning,Tussenwoning1,Hoekwoning,Hoekwoning1,TweeOnderEenKapWoning,TweeOnderEenKapWoning1,VrijstaandeWoning,VrijstaandeWoning1,Huurwoning,Huurwoning1,GemiddeldAardgasverbruikTotaal,AantalInkomensontvangers,GemiddeldInkomenPerInkomensontvanger,GemiddeldInkomenPerInwoner,k_40PersonenMetLaagsteInkomen,k_20PersonenMetHoogsteInkomen,k_20HuishoudensMetHoogsteInkomen,HuishoudensMetEenLaagInkomen,HuishOnderOfRondSociaalMinimum,BedrijfsvestigingenTotaal,PersonenautoSTotaal,PersonenautoSJongerDan6Jaar,PersonenautoS6JaarEnOuder,PersonenautoSBrandstofBenzine,PersonenautoSOverigeBrandstof,PersonenautoSPerHuishouden,PersonenautoSNaarOppervlakte,Motorfietsen,MateVanStedelijkheid,Omgevingsadressendichtheid,attributes.TELJAAR,attributes.AANTAL,attributes.AANTAL_SUMMED,Zon_atlas
307,141101,Buurt     ,6500,3240,3255,1255.0,1000.0,2015.0,1830.0,395.0,4045.0,1690.0,650.0,105.0,705.0,1165.0,16.0,4.0,3140,1370.0,615.0,1160.0,2.0,6964.0,3082,112.0,55.0,45.0,98.0,34.0,66.0,63.0,3.0,100.0,0.0,2550.0,1980.0,840.0,2970.0,1130.0,3130.0,1390.0,2950.0,1270.0,4070.0,2400.0,2270.0,940.0,1040.0,4900.0,22.3,17.0,51.4,8.9,7.0,24.2,20.0,235.0,1970,315,1655,1615,355,0.6,2110.0,175,3,1484,2015,320.0,320.0,1.5
308,141101,Buurt     ,6475,3235,3240,1250.0,950.0,1990.0,1860.0,420.0,4020.0,1670.0,685.0,100.0,690.0,1150.0,14.0,3.0,3125,1365.0,600.0,1155.0,2.0,6940.0,3094,113.0,55.0,45.0,98.0,34.0,66.0,61.0,5.0,100.0,0.0,2500.0,1940.0,940.0,2910.0,1190.0,3030.0,1470.0,2820.0,1350.0,4070.0,2400.0,2230.0,1040.0,1120.0,4900.0,22.3,17.0,51.4,8.9,7.0,24.2,20.0,265.0,1975,305,1670,1640,335,0.6,2117.0,185,3,1486,2016,111.0,431.0,1.5
309,141102,Buurt     ,2430,1215,1215,415.0,310.0,545.0,945.0,210.0,1205.0,1040.0,135.0,50.0,210.0,110.0,11.0,1.0,990,215.0,345.0,430.0,2.5,4985.0,932,206.0,99.0,1.0,100.0,95.0,5.0,0.0,5.0,99.0,1.0,3180.0,2770.0,1000.0,3090.0,1200.0,3130.0,1400.0,3350.0,1470.0,3540.0,1860.0,2920.0,1300.0,1350.0,1900.0,34.1,27.3,29.5,29.7,31.9,1.4,1.1,120.0,1060,335,725,855,210,1.1,2178.0,105,2,1517,2015,346.0,346.0,1.4333333333333331
310,141102,Buurt     ,2485,1250,1235,395.0,320.0,565.0,960.0,240.0,1245.0,1050.0,140.0,50.0,220.0,120.0,15.0,2.0,1040,245.0,385.0,410.0,2.4,5100.0,933,211.0,99.0,1.0,99.0,96.0,4.0,0.0,4.0,99.0,1.0,3030.0,2790.0,1070.0,2960.0,1230.0,2890.0,1360.0,3240.0,1540.0,3420.0,1980.0,2610.0,1380.0,1380.0,1900.0,34.1,27.3,29.5,29.7,31.9,1.4,1.1,135.0,1100,360,740,895,205,1.1,2255.0,110,2,1526,2016,195.0,541.0,1.4333333333333331
311,141103,Buurt     ,960,500,455,260.0,110.0,270.0,290.0,20.0,575.0,345.0,35.0,5.0,70.0,65.0,10.0,3.0,320,45.0,70.0,205.0,3.0,6044.0,295,293.0,100.0,0.0,99.0,98.0,2.0,0.0,2.0,0.0,100.0,4140.0,2790.0,1070.0,3910.0,1090.0,4380.0,1150.0,4070.0,1050.0,4560.0,1710.0,2610.0,1380.0,1180.0,700.0,43.2,30.2,24.6,42.1,57.8,2.9,1.9,75.0,365,110,255,250,115,1.1,2306.0,30,2,2329,2015,17.0,17.0,1.2333333333333334
312,141103,Buurt     ,930,485,445,255.0,95.0,260.0,295.0,20.0,555.0,335.0,30.0,5.0,65.0,60.0,10.0,1.0,310,30.0,85.0,190.0,3.0,5871.0,295,294.0,100.0,0.0,99.0,97.0,3.0,0.0,3.0,0.0,100.0,3980.0,2790.0,1070.0,3760.0,1200.0,4100.0,1240.0,4140.0,1160.0,4490.0,1690.0,3870.0,1310.0,1270.0,700.0,43.2,30.2,24.6,42.1,57.8,2.9,1.9,70.0,350,105,250,245,110,1.1,2217.0,30,2,2353,2016,123.0,140.0,1.2333333333333334
313,141104,Buurt     ,290,150,140,40.0,50.0,55.0,110.0,30.0,150.0,115.0,15.0,5.0,15.0,10.0,3.0,3.0,125,40.0,40.0,45.0,2.3,598.0,121,199.0,88.0,12.0,94.0,77.0,20.0,0.0,20.0,99.0,1.0,3810.0,2790.0,1070.0,3070.0,1700.0,3390.0,2010.0,3630.0,2130.0,4370.0,2730.0,2270.0,2440.0,2290.0,200.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,50.0,160,35,125,120,40,1.3,329.0,35,3,1097,2015,0.0,0.0,1.3
314,141104,Buurt     ,285,150,135,45.0,45.0,50.0,110.0,35.0,150.0,110.0,20.0,5.0,20.0,10.0,7.0,3.0,130,40.0,45.0,40.0,2.2,588.0,121,198.0,88.0,12.0,93.0,79.0,18.0,0.0,18.0,99.0,1.0,3670.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,4070.0,2650.0,2340.0,2070.0,2270.0,200.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,50.0,155,35,120,120,35,1.2,318.0,30,3,1104,2016,0.0,0.0,1.3
315,141105,Buurt     ,40,25,15,5.0,5.0,10.0,15.0,5.0,20.0,15.0,0.0,0.0,0.0,5.0,25.0,0.0,20,5.0,5.0,5.0,2.1,230.0,15,198.0,88.0,12.0,93.0,79.0,18.0,0.0,18.0,99.0,1.0,3670.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,4070.0,2650.0,2340.0,2070.0,1860.0,0.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,90.0,40,20,20,20,15,1.2,318.0,5,3,1060,2015,0.0,0.0,1.7241379310344829
316,141105,Buurt     ,45,25,15,10.0,0.0,15.0,10.0,5.0,25.0,15.0,5.0,0.0,5.0,5.0,22.0,0.0,20,5.0,5.0,5.0,2.1,265.0,15,198.0,88.0,12.0,93.0,79.0,18.0,0.0,18.0,99.0,1.0,3670.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,4070.0,2650.0,2340.0,2070.0,1980.0,0.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,100.0,60,35,25,40,20,1.2,318.0,5,3,1049,2016,0.0,0.0,1.7241379310344829
317,141106,Buurt     ,70,35,30,10.0,10.0,15.0,20.0,15.0,25.0,40.0,0.0,0.0,0.0,0.0,14.0,14.0,25,5.0,10.0,10.0,2.5,10.0,25,198.0,100.0,0.0,96.0,68.0,32.0,0.0,32.0,88.0,12.0,5270.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,5270.0,2500.0,2340.0,2070.0,2500.0,100.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,10.0,35,5,30,20,10,1.2,318.0,15,5,187,2015,0.0,0.0,1.3461538461538465
318,141106,Buurt     ,75,40,35,10.0,10.0,10.0,20.0,15.0,30.0,45.0,0.0,0.0,0.0,0.0,14.0,0.0,25,0.0,10.0,10.0,2.8,11.0,25,198.0,100.0,0.0,92.0,64.0,32.0,0.0,32.0,88.0,12.0,5720.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,5720.0,2930.0,2340.0,2070.0,2930.0,100.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,10.0,30,5,25,20,10,1.2,318.0,15,5,197,2016,34.0,34.0,1.3461538461538465
319,141107,Buurt     ,5,5,0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,1.0,11.0,1,198.0,100.0,0.0,92.0,64.0,32.0,0.0,32.0,88.0,12.0,5720.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,5720.0,2930.0,2340.0,2070.0,2930.0,0.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,10.0,0,0,0,0,0,1.2,318.0,0,3,1331,2015,0.0,0.0,2.0
320,141107,Buurt     ,5,5,0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,1.0,11.0,1,198.0,100.0,0.0,92.0,64.0,32.0,0.0,32.0,88.0,12.0,5720.0,2790.0,1070.0,3120.0,1800.0,3510.0,2000.0,3550.0,2150.0,5720.0,2930.0,2340.0,2070.0,2930.0,0.0,31.1,25.0,39.6,23.9,26.6,6.0,5.2,10.0,0,0,0,0,0,1.2,318.0,0,3,1339,2016,0.0,0.0,2.0
321,141200,Buurt     ,3685,1800,1885,640.0,410.0,890.0,1035.0,705.0,1860.0,1105.0,500.0,220.0,410.0,475.0,13.0,9.0,1800,770.0,430.0,600.0,2.0,6195.0,1811,119.0,53.0,47.0,98.0,36.0,64.0,54.0,10.0,92.0,8.0,2560.0,2000.0,970.0,3010.0,1210.0,3130.0,1480.0,3550.0,2150.0,5720.0,2930.0,2280.0,1070.0,1130.0,2800.0,22.7,17.8,50.2,9.2,6.3,17.5,17.0,145.0,1180,260,925,980,200,0.7,1986.0,90,3,1372,2015,52.0,52.0,1.5
322,141200,Buurt     ,3700,1790,1915,635.0,415.0,885.0,1030.0,735.0,1890.0,1095.0,505.0,210.0,425.0,465.0,9.0,12.0,1810,780.0,435.0,590.0,2.0,6226.0,1810,121.0,53.0,47.0,98.0,37.0,63.0,54.0,10.0,92.0,8.0,2520.0,2000.0,1020.0,2940.0,1280.0,3070.0,1550.0,3550.0,2150.0,5720.0,2930.0,2250.0,1110.0,1190.0,2800.0,22.7,17.8,50.2,9.2,6.3,17.5,17.0,145.0,1205,270,935,1010,195,0.7,2028.0,85,3,1372,2016,54.0,106.0,1.5
323,141201,Buurt     ,3515,1725,1790,740.0,365.0,1105.0,925.0,380.0,1970.0,1055.0,410.0,80.0,300.0,610.0,16.0,5.0,1585,575.0,370.0,635.0,2.2,5786.0,1579,125.0,69.0,31.0,98.0,55.0,45.0,41.0,4.0,90.0,10.0,2750.0,2150.0,1120.0,2970.0,1240.0,3100.0,1420.0,3220.0,1270.0,5720.0,2930.0,2610.0,1230.0,1250.0,2600.0,23.8,18.0,45.6,9.6,7.4,15.2,14.1,105.0,1255,270,985,1040,215,0.8,2061.0,105,3,1481,2015,65.0,65.0,2.0
324,141201,Buurt     ,3515,1715,1800,740.0,370.0,1075.0,905.0,420.0,1975.0,1035.0,415.0,85.0,280.0,620.0,13.0,8.0,1595,580.0,380.0,640.0,2.2,5783.0,1579,123.0,69.0,31.0,99.0,56.0,44.0,41.0,3.0,90.0,10.0,2710.0,2130.0,1160.0,2910.0,1300.0,3100.0,1510.0,3100.0,1360.0,5720.0,2930.0,2560.0,1280.0,1310.0,2600.0,23.8,18.0,45.6,9.6,7.4,15.2,14.1,110.0,1240,270,970,1050,190,0.8,2037.0,100,3,1481,2016,61.0,126.0,2.0
325,141202,Buurt     ,1920,975,945,340.0,270.0,545.0,515.0,245.0,1030.0,685.0,165.0,40.0,190.0,130.0,6.0,4.0,885,310.0,250.0,325.0,2.2,3616.0,818,132.0,70.0,30.0,99.0,79.0,21.0,13.0,8.0,100.0,0.0,3000.0,2860.0,1340.0,3040.0,1350.0,3110.0,1600.0,3100.0,1360.0,5720.0,2930.0,2580.0,1420.0,1390.0,1500.0,26.7,21.2,37.0,15.1,12.6,5.1,3.9,85.0,805,195,610,680,130,0.9,1518.0,60,3,1452,2015,41.0,41.0,1.0666666666666669
326,141202,Buurt     ,1900,950,950,330.0,270.0,520.0,510.0,265.0,1015.0,695.0,145.0,40.0,200.0,140.0,12.0,3.0,875,290.0,260.0,320.0,2.2,3580.0,818,136.0,70.0,30.0,99.0,79.0,21.0,13.0,8.0,100.0,0.0,2930.0,2770.0,1200.0,2970.0,1440.0,3090.0,1740.0,3100.0,1360.0,5720.0,2930.0,2540.0,1160.0,1420.0,1500.0,26.7,21.2,37.0,15.1,12.6,5.1,3.9,90.0,790,190,605,675,115,0.9,1490.0,50,3,1453,2016,36.0,77.0,1.0666666666666669
327,141203,Buurt     ,2260,1165,1095,275.0,255.0,585.0,685.0,450.0,1050.0,955.0,160.0,85.0,235.0,130.0,9.0,7.0,1130,425.0,390.0,310.0,2.0,2670.0,1091,178.0,74.0,26.0,94.0,56.0,44.0,36.0,8.0,79.0,21.0,2800.0,2310.0,170.0,2770.0,1340.0,2800.0,1540.0,3030.0,1720.0,3680.0,2480.0,2440.0,1060.0,1270.0,1900.0,30.2,25.1,39.7,20.2,17.4,8.0,7.4,215.0,1010,310,700,815,195,0.9,1193.0,135,3,1362,2015,105.0,105.0,1.3793103448275863
328,141203,Buurt     ,2210,1135,1075,265.0,235.0,555.0,665.0,485.0,1045.0,895.0,170.0,100.0,220.0,130.0,8.0,6.0,1135,455.0,390.0,290.0,1.9,2606.0,1088,179.0,74.0,26.0,94.0,57.0,43.0,35.0,8.0,79.0,21.0,2790.0,2210.0,160.0,2780.0,1430.0,2780.0,1610.0,3160.0,1830.0,3720.0,2580.0,2430.0,1180.0,1320.0,1900.0,30.2,25.1,39.7,20.2,17.4,8.0,7.4,205.0,1015,310,705,830,185,0.9,1197.0,140,3,1371,2016,157.0,262.0,1.3793103448275863
329,141204,Buurt     ,1940,975,960,360.0,230.0,440.0,720.0,185.0,970.0,810.0,125.0,35.0,190.0,115.0,9.0,4.0,795,180.0,265.0,350.0,2.4,1934.0,774,176.0,95.0,5.0,98.0,75.0,25.0,20.0,4.0,98.0,2.0,3170.0,1990.0,980.0,3100.0,1160.0,3300.0,1330.0,3280.0,1500.0,4450.0,2440.0,2520.0,1160.0,1300.0,1500.0,30.5,23.4,34.7,22.7,22.9,7.4,6.0,230.0,850,250,595,675,170,1.1,845.0,80,3,1432,2015,350.0,350.0,1.4482758620689655
330,141204,Buurt     ,1945,965,980,365.0,215.0,435.0,730.0,200.0,975.0,800.0,130.0,40.0,185.0,120.0,14.0,3.0,810,195.0,270.0,350.0,2.4,1940.0,774,180.0,95.0,5.0,99.0,76.0,24.0,20.0,4.0,98.0,2.0,3040.0,1910.0,950.0,2980.0,1220.0,3140.0,1390.0,3150.0,1590.0,4290.0,2750.0,2470.0,1210.0,1370.0,1500.0,30.5,23.4,34.7,22.7,22.9,7.4,6.0,230.0,875,285,585,700,170,1.1,871.0,90,3,1448,2016,125.0,475.0,1.4482758620689655
331,141205,Buurt     ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.4,1940.0,0,180.0,95.0,5.0,99.0,76.0,24.0,20.0,4.0,98.0,2.0,3040.0,1910.0,950.0,2980.0,1220.0,3140.0,1390.0,3150.0,1590.0,4290.0,2750.0,2470.0,1210.0,1370.0,0.0,30.5,23.4,34.7,22.7,22.9,7.4,6.0,10.0,100,65,40,75,30,1.1,871.0,0,3,1115,2015,32.0,32.0,1.7777777777777777
332,141205,Buurt     ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.4,1940.0,0,180.0,95.0,5.0,99.0,76.0,24.0,20.0,4.0,98.0,2.0,3040.0,1910.0,950.0,2980.0,1220.0,3140.0,1390.0,3150.0,1590.0,4290.0,2750.0,2470.0,1210.0,1370.0,0.0,30.5,23.4,34.7,22.7,22.9,7.4,6.0,10.0,110,70,35,75,35,1.1,871.0,0,3,1116,2016,0.0,32.0,1.7777777777777777
333,141206,Buurt     ,230,115,115,35.0,30.0,30.0,105.0,25.0,95.0,120.0,10.0,5.0,10.0,15.0,0.0,4.0,85,10.0,40.0,35.0,2.6,3813.0,86,282.0,100.0,0.0,100.0,99.0,1.0,0.0,1.0,100.0,0.0,3880.0,1910.0,950.0,3920.0,1400.0,3660.0,1530.0,3730.0,1310.0,4070.0,1520.0,2470.0,1210.0,1440.0,200.0,37.5,29.6,26.8,33.9,22.9,7.4,6.0,15.0,115,45,70,85,30,1.3,1874.0,10,3,1353,2015,26.0,26.0,1.7333333333333334
334,141206,Buurt     ,230,115,115,35.0,30.0,30.0,100.0,30.0,100.0,115.0,5.0,5.0,5.0,15.0,4.0,9.0,85,10.0,40.0,35.0,2.6,3797.0,86,285.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,3760.0,1910.0,950.0,4020.0,1430.0,3610.0,1600.0,3540.0,1380.0,3960.0,1540.0,2470.0,1210.0,1480.0,200.0,37.5,29.6,26.8,33.9,22.9,7.4,6.0,20.0,120,50,70,90,25,1.3,1940.0,10,3,1356,2016,14.0,40.0,1.7333333333333334
335,141207,Buurt     ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3797.0,1,285.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,3760.0,1910.0,950.0,4020.0,1430.0,3610.0,1600.0,3540.0,1380.0,3960.0,1540.0,2470.0,1210.0,1480.0,0.0,37.5,29.6,26.8,33.9,22.9,7.4,6.0,5.0,0,0,0,0,0,1.3,1940.0,0,3,1175,2015,0.0,0.0,1.4545454545454546
336,141207,Buurt     ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3797.0,1,285.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,3760.0,1910.0,950.0,4020.0,1430.0,3610.0,1600.0,3540.0,1380.0,3960.0,1540.0,2470.0,1210.0,1480.0,0.0,37.5,29.6,26.8,33.9,22.9,7.4,6.0,5.0,0,0,0,0,0,1.3,1940.0,0,3,1177,2016,0.0,0.0,1.4545454545454546
337,141208,Buurt     ,995,515,480,215.0,105.0,205.0,405.0,60.0,530.0,390.0,65.0,10.0,85.0,35.0,8.0,3.0,395,95.0,115.0,180.0,2.5,3979.0,391,196.0,100.0,0.0,100.0,90.0,10.0,7.0,3.0,100.0,0.0,2940.0,1910.0,950.0,2810.0,980.0,2760.0,1130.0,3670.0,1310.0,3670.0,1380.0,1390.0,710.0,1070.0,700.0,34.7,25.8,25.7,28.7,31.6,4.1,3.1,45.0,390,120,270,295,100,1.0,1566.0,25,3,1073,2015,109.0,109.0,1.4333333333333331
338,141208,Buurt     ,975,500,470,200.0,95.0,190.0,410.0,75.0,505.0,390.0,65.0,10.0,85.0,30.0,8.0,3.0,395,95.0,130.0,165.0,2.5,4221.0,391,203.0,100.0,0.0,99.0,91.0,9.0,7.0,2.0,100.0,0.0,2890.0,1910.0,950.0,2790.0,1020.0,2720.0,1200.0,3300.0,1350.0,3530.0,1450.0,1260.0,730.0,1120.0,700.0,34.7,25.8,25.7,28.7,31.6,4.1,3.1,50.0,400,115,285,315,85,1.0,1733.0,25,3,1073,2016,93.0,202.0,1.4333333333333331
339,141209,Buurt     ,115,50,60,20.0,15.0,20.0,40.0,20.0,45.0,60.0,0.0,5.0,0.0,0.0,8.0,8.0,45,5.0,15.0,15.0,2.6,52.0,43,203.0,91.0,9.0,100.0,91.0,9.0,0.0,9.0,100.0,0.0,3580.0,1910.0,950.0,2790.0,1020.0,3430.0,1590.0,3400.0,1900.0,4110.0,2380.0,1260.0,730.0,2160.0,100.0,34.7,28.4,25.7,28.7,31.6,4.1,3.1,15.0,65,20,40,45,20,1.0,1733.0,5,4,790,2015,16.0,16.0,1.4642857142857142
340,141209,Buurt     ,110,50,60,15.0,15.0,15.0,40.0,20.0,40.0,55.0,5.0,5.0,0.0,0.0,9.0,0.0,40,10.0,15.0,15.0,2.5,50.0,43,203.0,91.0,9.0,98.0,88.0,12.0,0.0,12.0,100.0,0.0,3680.0,1910.0,950.0,2790.0,1020.0,3640.0,1840.0,3920.0,2240.0,3720.0,2790.0,1260.0,730.0,2360.0,100.0,34.7,28.4,25.7,28.7,31.6,4.1,3.1,15.0,60,25,35,45,20,1.0,1733.0,0,4,790,2016,16.0,32.0,1.4642857142857142
341,141210,Buurt     ,480,240,240,65.0,45.0,115.0,145.0,100.0,195.0,220.0,30.0,30.0,40.0,20.0,12.0,2.0,220,60.0,85.0,70.0,2.2,2517.0,196,182.0,99.0,1.0,99.0,74.0,26.0,16.0,10.0,84.0,16.0,2860.0,1800.0,810.0,2570.0,1190.0,3000.0,1340.0,2940.0,1620.0,3190.0,1900.0,2410.0,1290.0,1540.0,400.0,28.2,23.5,38.0,18.4,19.5,2.9,2.9,30.0,215,60,155,180,35,1.0,1127.0,35,4,994,2015,206.0,206.0,1.8
342,141210,Buurt     ,470,225,245,65.0,40.0,115.0,140.0,105.0,195.0,215.0,30.0,30.0,35.0,25.0,19.0,2.0,220,60.0,90.0,65.0,2.2,2463.0,196,184.0,99.0,1.0,98.0,76.0,24.0,16.0,9.0,84.0,16.0,2860.0,1550.0,870.0,2410.0,1250.0,3270.0,1290.0,2780.0,1630.0,3350.0,2130.0,2380.0,1350.0,1630.0,400.0,28.2,23.5,38.0,18.4,19.5,2.9,2.9,30.0,210,60,150,175,35,1.0,1096.0,35,4,994,2016,16.0,222.0,1.8
343,141211,Buurt     ,1365,685,680,295.0,165.0,400.0,440.0,60.0,755.0,515.0,80.0,10.0,95.0,75.0,19.0,2.0,520,110.0,150.0,260.0,2.6,6130.0,513,189.0,100.0,0.0,99.0,93.0,7.0,5.0,2.0,100.0,0.0,3200.0,1550.0,870.0,3020.0,1000.0,3140.0,1200.0,3700.0,1350.0,3350.0,2130.0,3060.0,1050.0,1110.0,1000.0,33.1,25.1,28.7,28.0,29.3,2.4,1.2,45.0,550,190,360,460,90,1.1,2466.0,55,3,1202,2015,31.0,31.0,1.2
344,141211,Buurt     ,1380,685,690,305.0,155.0,390.0,455.0,70.0,755.0,520.0,85.0,10.0,100.0,85.0,15.0,3.0,530,110.0,155.0,265.0,2.6,6166.0,513,191.0,100.0,0.0,100.0,93.0,7.0,5.0,2.0,100.0,0.0,3160.0,1550.0,870.0,2960.0,1070.0,3170.0,1270.0,3680.0,1440.0,3350.0,2130.0,2890.0,1020.0,1190.0,1000.0,33.1,25.1,28.7,28.0,29.3,2.4,1.2,55.0,570,185,385,480,90,1.1,2548.0,50,3,1203,2016,74.0,105.0,1.2
345,141300,Buurt     ,100,45,55,15.0,10.0,15.0,40.0,20.0,50.0,45.0,0.0,0.0,5.0,0.0,0.0,9.0,35,5.0,20.0,10.0,2.7,33.0,39,191.0,90.0,10.0,97.0,79.0,21.0,10.0,10.0,95.0,5.0,3880.0,1550.0,870.0,2960.0,1070.0,3170.0,1270.0,3680.0,1440.0,4420.0,2650.0,2790.0,1300.0,2420.0,100.0,33.1,24.6,28.7,28.0,29.3,2.4,1.2,15.0,65,10,55,50,15,1.1,2548.0,10,5,148,2015,63.0,63.0,1.6785714285714286
346,141300,Buurt     ,105,50,55,15.0,15.0,20.0,35.0,20.0,55.0,50.0,0.0,0.0,5.0,0.0,19.0,0.0,40,10.0,15.0,10.0,2.4,34.0,40,191.0,90.0,10.0,98.0,78.0,20.0,10.0,10.0,93.0,8.0,3730.0,1550.0,870.0,2960.0,1070.0,3170.0,1270.0,3680.0,1440.0,4180.0,2770.0,3040.0,1080.0,2540.0,100.0,33.1,24.6,28.7,28.0,29.3,2.4,1.2,15.0,65,10,55,45,20,1.1,2548.0,10,5,170,2016,6.0,69.0,1.6785714285714286
347,141301,Buurt     ,870,440,425,160.0,90.0,180.0,290.0,145.0,410.0,380.0,45.0,30.0,45.0,20.0,8.0,5.0,370,95.0,125.0,145.0,2.3,266.0,374,223.0,93.0,7.0,97.0,76.0,23.0,17.0,6.0,86.0,14.0,3440.0,2360.0,980.0,2530.0,1190.0,2800.0,1280.0,3350.0,1420.0,3960.0,2070.0,2430.0,1330.0,1650.0,700.0,33.1,25.6,35.3,24.6,28.1,4.2,3.9,75.0,470,160,315,360,110,1.3,144.0,60,5,94,2015,95.0,95.0,1.4666666666666666
348,141301,Buurt     ,890,450,435,175.0,95.0,175.0,290.0,155.0,440.0,370.0,45.0,30.0,55.0,20.0,9.0,1.0,375,100.0,120.0,155.0,2.4,272.0,375,223.0,93.0,7.0,96.0,77.0,23.0,17.0,6.0,86.0,14.0,3400.0,2180.0,910.0,2710.0,1330.0,2570.0,1360.0,3320.0,1520.0,3910.0,2160.0,2440.0,1440.0,1730.0,700.0,33.1,25.6,35.3,24.6,28.1,4.2,3.9,80.0,480,160,325,355,125,1.3,147.0,60,5,96,2016,80.0,175.0,1.4666666666666666
349,141302,Buurt     ,70,35,35,10.0,5.0,10.0,30.0,10.0,30.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,30,5.0,15.0,10.0,2.3,356.0,30,223.0,100.0,0.0,100.0,90.0,10.0,0.0,10.0,97.0,3.0,3740.0,2180.0,910.0,2710.0,1330.0,2570.0,1360.0,3200.0,1570.0,3940.0,2300.0,2440.0,1440.0,2100.0,100.0,33.1,25.6,35.3,24.6,28.1,4.2,3.9,10.0,40,10,35,30,15,1.3,147.0,5,5,216,2015,22.0,22.0,1.5
350,141302,Buurt     ,65,30,30,5.0,5.0,10.0,30.0,10.0,25.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,30,5.0,15.0,5.0,2.2,315.0,30,223.0,100.0,0.0,97.0,90.0,10.0,0.0,10.0,97.0,3.0,3440.0,2180.0,910.0,2710.0,1330.0,2570.0,1360.0,3090.0,1710.0,3560.0,2340.0,2440.0,1440.0,2170.0,100.0,33.1,25.6,35.3,24.6,28.1,4.2,3.9,10.0,40,10,30,30,10,1.3,147.0,5,5,221,2016,41.0,63.0,1.5
